Entity,Code,Year,Lower_secondary_education,Pre-primary_education,Primary_education,Tertiary_education_programmes,Upper_secondary_education,Total
Kenya,KEN,2012,33898,99889,142345,,59273,301507
Kenya,KEN,2014,,114831,,,,114831
Kiribati,KIR,1972,,,531,,,531
Kiribati,KIR,1973,,,371,,,371
Kiribati,KIR,1975,,,449,,,449
Kiribati,KIR,1976,,,418,,,418
Kiribati,KIR,1977,,,435,,,435
Kiribati,KIR,1978,,,429,,,429
Kiribati,KIR,1979,,,429,,,429
Kiribati,KIR,1980,,,435,,,435
Kiribati,KIR,1981,,,447,,,447
Kiribati,KIR,1982,,,450,,,450
Kiribati,KIR,1983,,,453,,,453
Kiribati,KIR,1984,,,471,,,471
Kiribati,KIR,1985,,,460,,,460
Kiribati,KIR,1986,,,467,,,467
Kiribati,KIR,1987,,,455,,,455
Kiribati,KIR,1988,,,459,,,459
Kiribati,KIR,1989,,,507,,,507
Kiribati,KIR,1990,,,514,,,514
Kiribati,KIR,1991,,,533,,,533
Kiribati,KIR,1992,,,545,,,545
Kiribati,KIR,1993,,,537,,,537
Kiribati,KIR,1994,,,542,,,542
Kiribati,KIR,1995,,,624,,,624
Kiribati,KIR,1996,,,732,,,732
Kiribati,KIR,1997,,,727,,,727
Kiribati,KIR,1998,,,720,,,720
Kiribati,KIR,1999,,,581,,,581
Kiribati,KIR,2000,,,460,,,460
Kiribati,KIR,2001,,,664,,,664
Kiribati,KIR,2002,278,,660,,284,944
Kiribati,KIR,2003,322,,596,,250,846
Kiribati,KIR,2004,312,,633,,310,943
Kiribati,KIR,2005,396,,654,,281,935
Kiribati,KIR,2006,374,,606,,261,867
Kiribati,KIR,2007,400,,639,,253,892
Kiribati,KIR,2008,414,,645,,250,895
Kiribati,KIR,2014,377,,614,,,614
Kuwait,KWT,1971,,1022,3555,244,,4821
Kuwait,KWT,1972,,1046,4084,250,,5380
Kuwait,KWT,1973,,1170,4580,291,,6041
Kuwait,KWT,1974,,1218,5053,399,,6670
Kuwait,KWT,1975,,1280,5729,497,,7506
Kuwait,KWT,1976,,1299,6360,596,,8255
Kuwait,KWT,1977,,1442,7269,813,,9524
Kuwait,KWT,1978,,1501,7920,1020,,10441
Kuwait,KWT,1979,,1486,7947,1157,,10590
Kuwait,KWT,1980,,1569,7722,1178,,10469
Kuwait,KWT,1981,,1696,8035,1151,,10882
Kuwait,KWT,1982,,1913,8385,1279,,11577
Kuwait,KWT,1983,,2055,8346,1355,,11756
Kuwait,KWT,1984,,2158,8968,1502,,12628
Kuwait,KWT,1985,,2232,9448,1534,,13214
Kuwait,KWT,1986,,2539,9623,1430,,13592
Kuwait,KWT,1987,,2612,9690,1339,,13641
Kuwait,KWT,1988,,2868,10099,1653,,14620
Kuwait,KWT,1989,,2935,10288,,,13223
Kuwait,KWT,1990,,2939,10310,1364,,14613
Kuwait,KWT,1991,,2343,7034,,,9377
Kuwait,KWT,1992,,2473,6967,1771,,11211
Kuwait,KWT,1993,,2634,7526,1770,,11930
Kuwait,KWT,1994,,2747,8229,1887,,12863
Kuwait,KWT,1995,,2927,9021,1688,,13636
Kuwait,KWT,1996,,3145,9747,1749,,14641
Kuwait,KWT,1997,,3295,10180,1691,,15166
Kuwait,KWT,1998,,3525,10798,,,14323
Kuwait,KWT,1999,10936,3796,10389,1891,11328,27404
Kuwait,KWT,2000,10948,3800,10176,,11296,25272
Kuwait,KWT,2001,11432,4249,10489,,11879,26617
Kuwait,KWT,2002,11503,4401,10940,,,15341
Kuwait,KWT,2003,11876,4675,11594,,,16269
Kuwait,KWT,2004,12167,4685,12321,2165,13123,32294
Kuwait,KWT,2005,,4958,16815,,11762,33535
Kuwait,KWT,2006,,5420,20056,,,25476
Kuwait,KWT,2007,14268,5890,22016,,11832,39738
Kuwait,KWT,2008,15353,6220,22895,,12143,41258
Kuwait,KWT,2009,17374,6468,24605,,13832,44905
Kuwait,KWT,2010,,6661,25520,,,32181
Kuwait,KWT,2011,,7069,25983,,,33052
Kuwait,KWT,2012,20498,7651,26775,,,34426
Kuwait,KWT,2013,,8038,27801,,,35839
Kuwait,KWT,2014,,8427,28610,,,37037
Kyrgyzstan,KGZ,1981,,,11000,,,11000
Kyrgyzstan,KGZ,1986,,,17900,,,17900
Kyrgyzstan,KGZ,1991,,,16514,,,16514
Kyrgyzstan,KGZ,1993,,,,8443,,8443
Kyrgyzstan,KGZ,1994,,,,7747,,7747
Kyrgyzstan,KGZ,1995,,,,7831,,7831
Kyrgyzstan,KGZ,1996,,,24086,7560,,31646
Kyrgyzstan,KGZ,1997,,,,6953,,6953
Kyrgyzstan,KGZ,1999,,2605,19234,7710,,29549
Kyrgyzstan,KGZ,2000,,2482,19284,8383,,30149
Kyrgyzstan,KGZ,2001,,2459,18783,9960,,31202
Kyrgyzstan,KGZ,2002,,2345,18860,10452,,31657
Kyrgyzstan,KGZ,2003,,2260,18376,11408,,32044
Kyrgyzstan,KGZ,2004,,2261,18341,11649,,32251
Kyrgyzstan,KGZ,2005,,2333,17729,13337,,33399
Kyrgyzstan,KGZ,2006,,2388,17781,13492,,33661
Kyrgyzstan,KGZ,2007,,2462,16824,13468,,32754
Kyrgyzstan,KGZ,2008,,2520,16524,17810,,36854
Kyrgyzstan,KGZ,2009,,2659,16332,17095,,36086
Kyrgyzstan,KGZ,2010,,2895,16089,17485,,36469
Kyrgyzstan,KGZ,2011,,3165,15691,17068,,35924
Kyrgyzstan,KGZ,2012,,,16959,,,16959
Kyrgyzstan,KGZ,2013,,,17072,20150,,37222
Kyrgyzstan,KGZ,2014,,,17175,22539,,39714
Laos,LAO,1971,,,6796,21,,6817
Laos,LAO,1972,,60,7038,21,,7119
Laos,LAO,1973,,40,7340,29,,7409
Laos,LAO,1974,,,,136,,136
Laos,LAO,1975,,,,152,,152
Laos,LAO,1976,,,11848,,,11848
Laos,LAO,1977,,,13898,,,13898
Laos,LAO,1978,,85,14218,,,14303
Laos,LAO,1979,,174,14416,,,14590
Laos,LAO,1980,,209,14983,118,,15310
Laos,LAO,1981,,252,16109,140,,16501
Laos,LAO,1982,,544,16130,260,,16934
Laos,LAO,1983,,723,16454,320,,17497
Laos,LAO,1984,,793,17789,452,,19034
Laos,LAO,1985,,800,18070,357,,19227
Laos,LAO,1986,,1327,21033,534,,22894
Laos,LAO,1988,,1366,20384,620,,22370
Laos,LAO,1990,,1519,19970,698,,22187
Laos,LAO,1991,,1470,21039,,,22509
Laos,LAO,1992,,1618,21036,,,22654
Laos,LAO,1993,,1755,21652,976,,24383
Laos,LAO,1994,,1883,22649,998,,25530
Laos,LAO,1995,,1974,23455,1024,,26453
Laos,LAO,1996,,2007,24455,1414,,27876
Laos,LAO,1997,,2173,25831,1369,,29373
Laos,LAO,1998,,2160,26382,,,28542
Laos,LAO,1999,8583,2100,27083,1070,3219,33472
Laos,LAO,2000,8501,2205,27592,1152,3901,34850
Laos,LAO,2001,8498,2259,27665,1372,4188,35484
Laos,LAO,2002,8910,2264,28545,1456,4386,36651
Laos,LAO,2003,9256,2377,28571,1794,4515,37257
Laos,LAO,2004,8958,2507,28150,1936,5299,37892
Laos,LAO,2005,10580,2764,28299,2287,5311,38661
Laos,LAO,2006,10405,2998,28741,2533,5582,39854
Laos,LAO,2007,,3306,29604,3030,,35940
Laos,LAO,2008,11722,3680,29541,3042,6395,42658
Laos,LAO,2009,12125,3386,31176,5170,6473,46205
Laos,LAO,2010,16849,4721,31782,5267,4649,46419
Laos,LAO,2011,17793,5365,33576,6547,6859,52347
Laos,LAO,2012,19968,5996,32586,10381,7718,56681
Laos,LAO,2013,22212,7450,34311,11077,8799,61637
Laos,LAO,2014,23327,7816,34619,9889,9431,61755
Latin America & Caribbean,,1970,,65193.28125,1249861.625,136889.2656,,1451944.172
Latin America & Caribbean,,1971,483685.625,70932.0625,1310609.875,153249.375,296886.25,1831677.563
Latin America & Caribbean,,1972,541913.375,75181.32813,1349993.375,172777.5,336373.5313,1934325.734
Latin America & Caribbean,,1973,570566.5,79545.95313,1398145.75,190511.0469,373150.5625,2041353.313
Latin America & Caribbean,,1974,686166,84510.48438,1447748.875,207434.375,425809.7813,2165503.516
Latin America & Caribbean,,1975,721773,90736.07813,1478635.5,254140.8594,456627.8125,2280140.25
Latin America & Caribbean,,1976,792809.0625,104056.0078,1504975.625,261515.75,496535.7188,2367083.102
Latin America & Caribbean,,1977,857687.6875,115232.3516,1570264.5,277797.9375,537758.5,2501053.289
Latin America & Caribbean,,1978,886205.0625,127795.1016,1629988.125,324402.25,557783.875,2639969.352
Latin America & Caribbean,,1979,1322777.5,141076.0781,1724944.5,317326.7188,920302.875,3103650.172
Latin America & Caribbean,,1980,1338548.625,157135.0313,1769380.5,357869,936111.3125,3220495.844
Latin America & Caribbean,,1981,1371637.625,184408.5,1809136.5,385275.9063,936624.75,3315445.656
Latin America & Caribbean,,1982,1394023.75,212632.9375,1881162.25,405864.3125,959707.3125,3459366.813
Latin America & Caribbean,,1983,1419425.75,238925.1094,1915392,416919,971925.875,3543161.984
Latin America & Caribbean,,1984,1451871.375,276169.6875,1994228.25,509963.6875,989965.75,3770327.375
Latin America & Caribbean,,1985,1060541,300916.4375,2026267.25,529009.0625,668400.4375,3524593.188
Latin America & Caribbean,,1986,1530624.25,329696.3438,2252575.75,473013.2188,1024188.125,4079473.438
Latin America & Caribbean,,1987,1584848,421485.2188,2118730,497205.5313,1028186.125,4065606.875
Latin America & Caribbean,,1988,1614789.625,439530.5,2196053,518368.5938,1041627.063,4195579.156
Latin America & Caribbean,,1989,1712611.625,454740.5625,2209550,540345.125,977906.625,4182542.313
Latin America & Caribbean,,1990,1695026.5,521963.9063,2293190.25,558854.4375,1027935.688,4401944.281
Latin America & Caribbean,,1991,1661277.5,534817.875,2272249,574544.875,1081227.125,4462838.875
Latin America & Caribbean,,1992,1761575.625,556454.6875,2338357.5,581405,1015373.938,4491591.125
Latin America & Caribbean,,1993,1758745.125,583600.375,2395100.75,593261.5625,1040086.063,4612048.75
Latin America & Caribbean,,1994,1723298.5,615497.625,2465271.25,617230.25,1115205.125,4813204.25
Latin America & Caribbean,,1995,1777771.375,646763.625,2651577.25,711390.4375,1084087.125,5093818.438
Latin America & Caribbean,,1996,1762329.375,684458,2704307.75,684381.8125,1162974.75,5236122.313
Latin America & Caribbean,,1997,1770869.375,715168.4375,2629654.5,766886.75,1169263.625,5280973.313
Latin America & Caribbean,,1998,1815447.625,681542.125,2702730.5,760380,1217608.75,5362261.375
Latin America & Caribbean,,1999,1686805.625,734078.25,2605741.75,787502.4375,1329413.75,5456736.188
Latin America & Caribbean,,2000,1772990.25,767459.875,2640440.25,815231.4375,1337339.75,5560471.313
Latin America & Caribbean,,2001,1810179.5,809971.1875,2731406.75,865041.5625,1182334.875,5588754.375
Latin America & Caribbean,,2002,1898253.125,768763.625,2765247,934755.3125,1153935.875,5622701.813
Latin America & Caribbean,,2003,1946557.5,873026,2797908,1042580.5,1234213.875,5947728.375
Latin America & Caribbean,,2004,1963079.875,845850.8125,2779979.25,1123628.375,1318751.625,6068210.063
Latin America & Caribbean,,2005,2003899.125,888884.0625,2794747.5,1149886.5,1373336.5,6206854.563
Latin America & Caribbean,,2006,1909173.75,855917.6875,2759279.75,1235574,1348906.5,6199677.938
Latin America & Caribbean,,2007,1830647.875,882434.375,2716192.25,1375388.125,1329858.375,6303873.125
Latin America & Caribbean,,2008,1917645.375,937278.1875,2775487,1444285.875,1410589.25,6567640.313
Latin America & Caribbean,,2009,1944272.875,982436.5,2799302.5,1492519.25,1450035.375,6724293.625
Latin America & Caribbean,,2010,1985778.75,1003959.75,2807033.25,1556334,1504826.25,6872153.25
Latin America & Caribbean,,2011,2012600.75,1048657.125,2837013.25,1576011.125,1544524.875,7006206.375
Latin America & Caribbean,,2012,2032332.125,1095110.5,2882026,1639055.375,1563943.125,7180135
Latin America & Caribbean,,2013,2076101.625,938619.625,2897572,1520115,1621844.5,6978151.125
Latin America & Caribbean,,2014,2084179,951420.8125,2909861.25,1588329,1690577.125,7140188.188
Latin America & Caribbean (all income levels),,1970,,70558.125,1344777.25,160364.7656,,1575700.141
Latin America & Caribbean (all income levels),,1971,505559.4063,76510.35938,1410224.125,168307.125,324829.9688,1979871.578
Latin America & Caribbean (all income levels),,1972,565303.9375,80904.22656,1452040.625,190271.0938,366502.6875,2089718.633
Latin America & Caribbean (all income levels),,1973,594864.25,85255.60156,1500924.5,209838.0781,404667.7188,2200685.898
Latin America & Caribbean (all income levels),,1974,711967,90437.52344,1550847.75,227227.1406,457211.9375,2325724.352
Latin America & Caribbean (all income levels),,1975,747398.875,96749.44531,1578853.75,274663.3125,488028.9375,2438295.445
Latin America & Caribbean (all income levels),,1976,818744.4375,110807.9141,1603394.5,282055.4688,528299.875,2524557.758
Latin America & Caribbean (all income levels),,1977,883089.25,122329.2891,1668479.75,298908.7188,570992.125,2660709.883
Latin America & Caribbean (all income levels),,1978,912760.375,135379.2031,1727430.5,346851.0313,592202.6875,2801863.422
Latin America & Caribbean (all income levels),,1979,1349598.25,148035.3594,1821513.625,339933.125,955924.8125,3265406.922
Latin America & Caribbean (all income levels),,1980,1367196.75,164735.2813,1871343.875,382508.9375,970759.625,3389347.719
Latin America & Caribbean (all income levels),,1981,1399283.5,192602.0625,1913351.5,410826.75,973278.625,3490058.938
Latin America & Caribbean (all income levels),,1982,1420730.375,221733.0156,1982980.875,432864.0313,993757.125,3631335.047
Latin America & Caribbean (all income levels),,1983,1448756.875,248692.625,2017855.875,450732.375,1010912.688,3728193.563
Latin America & Caribbean (all income levels),,1984,1482205.125,286554.875,2093235.25,545403.6875,1030364.438,3955558.25
Latin America & Caribbean (all income levels),,1985,1091719.25,312984.3438,2125264.75,565486.5625,710119,3713854.656
Latin America & Caribbean (all income levels),,1986,1562747,342869.125,2353518.25,511124.4375,1066854.5,4274366.313
Latin America & Caribbean (all income levels),,1987,1617147.875,436305.1563,2218857.25,536327.8125,1072270.875,4263761.094
Latin America & Caribbean (all income levels),,1988,1648476.5,456507.875,2295686.5,558616.1875,1086341.75,4397152.313
Latin America & Caribbean (all income levels),,1989,1746446.25,471847.7813,2310893.25,581825.5,1022243.688,4386810.219
Latin America & Caribbean (all income levels),,1990,1728971.875,539311.5625,2395777.5,601356.0625,1071373.75,4607818.875
Latin America & Caribbean (all income levels),,1991,1698880.375,551800.875,2375461.5,618230.1875,1131200.75,4676693.313
Latin America & Caribbean (all income levels),,1992,1799375.125,574818.3125,2441652.25,627480.0625,1065721.625,4709672.25
Latin America & Caribbean (all income levels),,1993,1793198.25,602426.4375,2500172,641952.625,1084489.75,4829040.813
Latin America & Caribbean (all income levels),,1994,1758110,634849.6875,2569779.5,667247.5,1160361.375,5032238.063
Latin America & Caribbean (all income levels),,1995,1812900.625,666857.5,2758455.5,762598.375,1130180.375,5318091.75
Latin America & Caribbean (all income levels),,1996,1798316.875,705817.8125,2812375.5,738052.9375,1210481.875,5466728.125
Latin America & Caribbean (all income levels),,1997,1807470.375,736307.625,2740401.25,822838.1875,1218198.125,5517745.188
Latin America & Caribbean (all income levels),,1998,1852692.375,710344.8125,2809203.25,819580.5625,1267947.75,5607076.375
Latin America & Caribbean (all income levels),,1999,1727418.25,764805.6875,2716751.75,848241.75,1382253.875,5712053.063
Latin America & Caribbean (all income levels),,2000,1816243.625,799938.6875,2751019.5,875851.375,1392346.25,5819155.813
Latin America & Caribbean (all income levels),,2001,1855244.5,841750.125,2840913.5,928450.8125,1237244.625,5848359.063
Latin America & Caribbean (all income levels),,2002,1941204.125,799867,2873259.75,1000838.125,1207154.75,5881119.625
Latin America & Caribbean (all income levels),,2003,1996376.375,904414.375,2904187,1112061.875,1293738.25,6214401.5
Latin America & Caribbean (all income levels),,2004,2014972.875,879113.25,2901163.75,1194380.375,1386003.375,6360660.75
Latin America & Caribbean (all income levels),,2005,2054994.125,924603.1875,2918455.75,1226843.125,1443917.5,6513819.563
Latin America & Caribbean (all income levels),,2006,1960312.75,892530.75,2883821.5,1314630.5,1420487.75,6511470.5
Latin America & Caribbean (all income levels),,2007,1883888.75,920517.5625,2847095.5,1462161.25,1401746,6631520.313
Latin America & Caribbean (all income levels),,2008,1972069.25,982080.4375,2907136,1537192.875,1483154.25,6909563.563
Latin America & Caribbean (all income levels),,2009,2000160.625,1032337.875,2935670.25,1588661.125,1523171.75,7079841
Latin America & Caribbean (all income levels),,2010,2041171.5,1072843.875,2938943.75,1662410.75,1582305.75,7256504.125
Latin America & Caribbean (all income levels),,2011,2067212.875,1121018.375,2968328.5,1682317.25,1620934.375,7392598.5
Latin America & Caribbean (all income levels),,2012,2086464,1167086.5,3011282.25,1748253.625,1638922.875,7565545.25
Latin America & Caribbean (all income levels),,2013,2136973,1011172.313,3032192.5,1634492.625,1694045.875,7371903.313
Latin America & Caribbean (all income levels),,2014,2144609.25,1026337.25,3043797.75,1704691.75,1761931.625,7536758.375
Latvia,LVA,1981,,,7102,4923,,12025
Latvia,LVA,1982,,,7142,4923,,12065
Latvia,LVA,1983,,,7142,4701,,11843
Latvia,LVA,1984,,,7283,4540,,11823
Latvia,LVA,1985,,,7507,4715,,12222
Latvia,LVA,1986,,,7788,4767,,12555
Latvia,LVA,1987,,,8236,4913,,13149
Latvia,LVA,1988,,,8592,4970,,13562
Latvia,LVA,1989,,,9181,4113,,13294
Latvia,LVA,1990,,7152,9309,4278,,20739
Latvia,LVA,1991,,8240,9475,4430,,22145
Latvia,LVA,1992,,7699,9468,4614,,21781
Latvia,LVA,1993,,6829,9889,4478,,21196
Latvia,LVA,1994,,6902,9329,4712,,20943
Latvia,LVA,1995,,7226,10056,4229,,21511
Latvia,LVA,1996,,7789,10357,3825,,21971
Latvia,LVA,1997,,7988,10883,4486,,23357
Latvia,LVA,1998,,6800,9489,,,16289
Latvia,LVA,1999,15912,6616,9191,5589,8937,30333
Latvia,LVA,2000,15358,6537,8935,5213,9461,30146
Latvia,LVA,2001,15061,6330,8379,5429,9325,29463
Latvia,LVA,2002,15302,6260,7942,5264,9190,28656
Latvia,LVA,2003,15523,5863,7544,5360,9244,28011
Latvia,LVA,2004,15167,5933,7124,5716,9822,28595
Latvia,LVA,2005,15286,5757,6915,6268,9838,28778
Latvia,LVA,2006,15080,6252,6699,6188,10122,29261
Latvia,LVA,2007,,6469,10989,6867,10200,34525
Latvia,LVA,2008,9427,6762,10541,7348,9148,33799
Latvia,LVA,2009,9160,7140,10934,7731,9236,35041
Latvia,LVA,2010,7710,6332,9566,6924,8665,31487
Latvia,LVA,2011,7764,6563,9959,6340,8616,31478
Latvia,LVA,2012,7636,6845,10296,6435,8162,31738
Latvia,LVA,2013,7501,5796.02002,10221,6642,7741,30400.02002
Latvia,LVA,2014,7602,7252,10338,6894,7198,31682
Least developed countries: UN classification,,1970,,,639131.25,25568.83203,,664700.082
Least developed countries: UN classification,,1971,,,661469.8125,27398.91016,,688868.7227
Least developed countries: UN classification,,1972,,,698319.5625,29143.17773,,727462.7402
Least developed countries: UN classification,,1973,,,735725.9375,31235.16016,,766961.0977
Least developed countries: UN classification,,1974,,,755962.4375,35084.62891,,791047.0664
Least developed countries: UN classification,,1975,,,798321.5,36012.51953,,834334.0195
Least developed countries: UN classification,,1976,,,850764.3125,36623.51563,,887387.8281
Least developed countries: UN classification,,1977,,,897158.75,38239.79688,,935398.5469
Least developed countries: UN classification,,1978,,,954848.0625,43546.12891,,998394.1914
Least developed countries: UN classification,,1979,,77553.84375,1003775.688,41543.43359,,1122872.965
Least developed countries: UN classification,,1980,,83917.34375,1003813.688,42042.28906,,1129773.32
Least developed countries: UN classification,,1981,,90596.75,1022919.188,44336.79297,,1157852.73
Least developed countries: UN classification,,1982,,95055.45313,1048497.75,48334.51563,,1191887.719
Least developed countries: UN classification,,1983,,97477.65625,1099629.875,49105.30859,,1246212.84
Least developed countries: UN classification,,1984,,102301.1016,1166258.5,51420.17969,,1319979.781
Least developed countries: UN classification,,1985,,106752.6953,1182518.125,53451.61719,,1342722.438
Least developed countries: UN classification,,1986,,117432.7813,1224897.5,56078.19922,,1398408.48
Least developed countries: UN classification,,1987,,125554.7344,1230665.125,59584.1875,,1415804.047
Least developed countries: UN classification,,1988,,134083.6094,1265958,61204.48828,,1461246.098
Least developed countries: UN classification,,1989,,133379.6094,1279431.25,61326.27734,,1474137.137
Least developed countries: UN classification,,1990,,131731.2031,1294861.125,64360.27344,,1490952.602
Least developed countries: UN classification,,1991,,129357.5938,1354182.125,67707.45313,,1551247.172
Least developed countries: UN classification,,1992,,129711.2109,1399207.5,69844.28906,,1598763
Least developed countries: UN classification,,1993,,128657.5703,1443202.375,71518.60156,,1643378.547
Least developed countries: UN classification,,1994,,127385.9219,1467681.125,73937.67188,,1669004.719
Least developed countries: UN classification,,1995,,126274.0313,1536454.25,74831.94531,,1737560.227
Least developed countries: UN classification,,1996,,125297.9844,1592891.625,79367.29688,,1797556.906
Least developed countries: UN classification,,1997,611499.5,124597.8984,1649275.75,82073.82031,174788.3594,2030735.828
Least developed countries: UN classification,,1998,510739.9688,177920.8906,1720140.5,85715.45313,320739.5938,2304516.438
Least developed countries: UN classification,,1999,523015.3125,188637.375,1801070.25,90729.97656,342261.4063,2422699.008
Least developed countries: UN classification,,2000,562445.5,202142.5781,1847750.25,100306.0391,356538.125,2506736.992
Least developed countries: UN classification,,2001,584191.875,204254.8906,1921739.5,109736.3672,399330.8125,2635061.57
Least developed countries: UN classification,,2002,635384.875,222976.6094,2011101.25,117256.1016,441508.75,2792842.711
Least developed countries: UN classification,,2003,692644.9375,224230.875,2122132.75,129004.8125,451570.9063,2926939.344
Least developed countries: UN classification,,2004,723905.1875,234095.7656,2260826.5,141153.125,499042.125,3135117.516
Least developed countries: UN classification,,2005,798948.8125,249467.4219,2368434.75,152535.3438,529669.375,3300106.891
Least developed countries: UN classification,,2006,845171.5,276855.5625,2516022.5,170900.2969,539786.0625,3503564.422
Least developed countries: UN classification,,2007,886598.9375,257035,2660079.25,183391.8281,581619.5625,3682125.641
Least developed countries: UN classification,,2008,916125.375,261460.8281,2805907.25,199696.2656,601664.875,3868729.219
Least developed countries: UN classification,,2009,1074382.375,275758.375,2914976.25,218221.8125,572831.3125,3981787.75
Least developed countries: UN classification,,2010,1069052.5,317387.875,3082576.25,249179.3906,694859.25,4344002.766
Least developed countries: UN classification,,2011,1111552.125,390430.8125,3268519.75,275850.25,732581.1875,4667382
Least developed countries: UN classification,,2012,1148687.75,461319.5625,3430777.75,304505.6875,791468.6875,4988071.688
Least developed countries: UN classification,,2013,1199897.5,492240.4688,3501225.25,322545.9688,846913,5162924.688
Least developed countries: UN classification,,2014,1257140.25,520849.4688,3593143.5,330914.0625,855484.375,5300391.406
Lebanon,LBN,1971,,,,2300,,2300
Lebanon,LBN,1972,,,,2759,,2759
Lebanon,LBN,1981,,6604,22646,,,29250
Lebanon,LBN,1982,,6744,22810,,,29554
Lebanon,LBN,1983,,,,7976,,7976
Lebanon,LBN,1985,,,,7460,,7460
Lebanon,LBN,1987,,5257,,,,5257
Lebanon,LBN,1992,,,,5400,,5400
Lebanon,LBN,1996,,,,10444,,10444
Lebanon,LBN,1999,27776,10689,29034,8917,15117,63757
Lebanon,LBN,2000,,,28393,8820,,37213
Lebanon,LBN,2001,20808,8351,27464,9459,23678,68952
Lebanon,LBN,2002,21345,8312,27586,11010,26003,72911
Lebanon,LBN,2003,21251,8286,27163,11196,25470,72115
Lebanon,LBN,2004,,9502,32972,19913,,62387
Lebanon,LBN,2005,19599,9439,32646,20764,22202,85051
Lebanon,LBN,2006,19845,9518,33117,21434,21691,85760
Lebanon,LBN,2007,19828,9553,33202,21778,21919,86452
Lebanon,LBN,2008,19759,9504,32875,23323,22406,88108
Lebanon,LBN,2009,19833,9507,33302,24302,22659,89770
Lebanon,LBN,2010,19764,9735,32649,25251,23094,90729
Lebanon,LBN,2011,19436,10144,32112,26025,22951,91232
Lebanon,LBN,2012,,10159,31816,28462,,70437
Lebanon,LBN,2013,28236,12349,39149,,19203,70701
Lebanon,LBN,2014,27880,13188,39017,45916,19953,118074
Lesotho,LSO,1970,,,3964,61,,4025
Lesotho,LSO,1971,,,3877,61,,3938
Lesotho,LSO,1972,,,3936,,,3936
Lesotho,LSO,1973,,,3951,,,3951
Lesotho,LSO,1974,,,4139,,,4139
Lesotho,LSO,1975,,,4226,,,4226
Lesotho,LSO,1976,,,4233,,,4233
Lesotho,LSO,1977,,,4304,,,4304
Lesotho,LSO,1978,,,4421,,,4421
Lesotho,LSO,1979,,,4782,,,4782
Lesotho,LSO,1980,,,5097,,,5097
Lesotho,LSO,1981,,,5350,,,5350
Lesotho,LSO,1982,,,5295,,,5295
Lesotho,LSO,1983,,,5670,,,5670
Lesotho,LSO,1984,,,5648,,,5648
Lesotho,LSO,1985,,,5663,,,5663
Lesotho,LSO,1986,,,5773,,,5773
Lesotho,LSO,1987,,,5880,,,5880
Lesotho,LSO,1988,,,6210,,,6210
Lesotho,LSO,1989,,,6275,,,6275
Lesotho,LSO,1990,,,6448,,,6448
Lesotho,LSO,1991,,,6685,,,6685
Lesotho,LSO,1992,,,7051,490,,7541
Lesotho,LSO,1993,,,7292,492,,7784
Lesotho,LSO,1994,,,7433,467,,7900
Lesotho,LSO,1995,,,7923,,,7923
Lesotho,LSO,1996,,,7898,574,,8472
Lesotho,LSO,1997,,,8089,,,8089
Lesotho,LSO,1999,,,8225,436,,8661
Lesotho,LSO,2000,,1636,8578,342,,10556
Lesotho,LSO,2001,,2036,8762,380,,11178
Lesotho,LSO,2002,,2041,8908,422,,11371
Lesotho,LSO,2003,,2039,9294,545,,11878
Lesotho,LSO,2004,,,9993,,,9993
Lesotho,LSO,2005,,2319,10154,558,,13031
Lesotho,LSO,2006,,,10418,638,,11056
Lesotho,LSO,2007,,,10778,,,10778
Lesotho,LSO,2008,,,11301,,,11301
Lesotho,LSO,2009,,,11536,,,11536
Lesotho,LSO,2010,,2159,11508,,,13667
Lesotho,LSO,2011,,,11378,,,11378
Lesotho,LSO,2012,,,11200,858,,12058
Lesotho,LSO,2013,,3048,11324,986,,15358
Lesotho,LSO,2014,,3700,11167,804,,15671
Liberia,LBR,1970,,,,164,,164
Liberia,LBR,1987,,,,472,,472
Liberia,LBR,1999,4089,6158,10055,633,2540,19386
Liberia,LBR,2000,4055,4322,12966,723,,18011
Liberia,LBR,2001,,,,772,,772
Liberia,LBR,2006,6298,9260,17460,,,26720
Liberia,LBR,2008,8228,,22237,,,22237
Liberia,LBR,2009,8574,,22120,,,22120
Liberia,LBR,2010,,,,1370,,1370
Liberia,LBR,2011,9919,,25137,,,25137
Liberia,LBR,2012,,,,2028,,2028
Liberia,LBR,2014,10163,,25812,,4811,30623
Libya,LBY,1971,,55,12304,394,,12753
Libya,LBY,1972,,102,14421,430,,14953
Libya,LBY,1973,,172,17767,573,,18512
Libya,LBY,1974,,257,20580,692,,21529
Libya,LBY,1975,,340,22842,824,,24006
Libya,LBY,1976,,364,24331,951,,25646
Libya,LBY,1977,,414,28627,1076,,30117
Libya,LBY,1978,,297,26182,1340,,27819
Libya,LBY,1979,,,30946,,,30946
Libya,LBY,1980,,397,32168,,,32565
Libya,LBY,1981,,515,36591,,,37106
Libya,LBY,1983,,701,42696,,,43397
Libya,LBY,1984,,809,,,,809
Libya,LBY,1985,,868,,,,868
Libya,LBY,1986,,1051,,,,1051
Libya,LBY,1999,,1247,,11747,,12994
Libya,LBY,2000,,,,12422,,12422
Libya,LBY,2001,,,,13734,,13734
Libya,LBY,2002,,1757,,15046,,16803
Libya,LBY,2003,,,,15711,,15711
Libya,LBY,2005,,,,,67042,67042
Libya,LBY,2006,,2486,,,74332,76818
Liechtenstein,LIE,2003,,68,242,,,310
Liechtenstein,LIE,2004,288,62,260,,,322
